project_id,project_name,school_name,engineer_id,engineer_name,created_at,division,region,approval_status,uploader_type
1000559,"CONSTRUCTION  OF 1 UNIT 1STRY-2CL SCHOOL BUILDING (WITH TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM, WATER SYSTEM AND FLOOD MARKER - MC ARTHUR S. MADANI IS",Mc Arthur S. Madani Integrated School,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000561,"CONSTRUCTION  OF 1 UNIT 1STRY-2CL SCHOOL BUILDING (WITH TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM, WATER SYSTEM AND FLOOD MARKER - LOGDECK ELEMENTARY SCHOOL",Logdeck Elementary School,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000563,Construction of School Clinic,Gregorio Moralizon ES 1,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000479,Conservation and Restoration of Gabaldon School Building,Comara T. Manuel Central Elementary School SPED Center,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000490,Conservation and Restoration of Gabaldon School Building,BanayBanay CES,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000492,Construction of 1 Storey Library Hub Building (22.50m x 9.50m),Macangao Central Elementary School,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000465,Repair of Classrooms,Dujali National High School,0e09ce87-ae70-47e8-aa2a-bff639638b53,Ian Clark Lazo,,DAVAO DEL NORTE,REGION XI,Pending,
1000466,Repair of Classrooms,Sawata NHS,0e09ce87-ae70-47e8-aa2a-bff639638b53,Ian Clark Lazo,,DAVAO DEL NORTE,REGION XI,Pending,
1000553,CONSTRUCTION OF  HEALTH CLINIC,Salvacion National High School,a0b13232-18e4-451f-9ecf-f6414ecdc4ee,William Ritcheer Casilum,,BAYUGAN CITY,CARAGA,Pending,DepEd Engineer
1009611,Restoration and Conservation of Gabaldon Building,Basdio ES,b31f1669-e69b-4e77-85ee-a86db8bf686c,Ador Anto,,BOHOL,REGION VII,Pending,
1009635,Proposed Conversion of 9 Classrooms into Inclusive Learning Resource Center,Bacsay ES,d4256fa8-7c1d-4a5e-a2a4-2e95dde757da,Ledywin Taepan,,APAYAO,CAR,Pending,
1009648,"REPAIR OF CLASSROOM AT MANAUL NATIONAL HIGH SCHOOL, MANSALAY, ORIENTAL MINDORO",Manaul National High School,228d4a48-c553-4fdf-b6e0-8eef6f96578d,Apolinario Dimaculangan,,ORIENTAL MINDORO,MIMAROPA,Pending,DepEd Engineer
1009664,"Construction of Handwashing Facility,Comfort Room, and clinic",Butao Integrated School,d4256fa8-7c1d-4a5e-a2a4-2e95dde757da,Ledywin Taepan,,APAYAO,CAR,Pending,
1010037,1STY2CL,Tabug ES,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1009777,Repair / Rehabilitation of Health and Sanitation Facilities,Pasay City West HS,242cdd60-3305-4ac1-90e1-0c09de949b90,JOANNE ROSE EDURIA,,PASAY CITY,NCR,Pending,DepEd Engineer
1009993,1 STOREY BUILDING,Antequera Central Elementary School,d517dac3-aebf-48d4-bcd1-290c2e9b32b1,Glenn Reloba,,BOHOL,REGION VII,Pending,DepEd Engineer
1000564,Energization of Electrical System (Overhead System),Lambajon Central Elementary School SPED Center,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1009724,Upgrading of Electrical System (Overhead System),Talalora National High School,8fad0af1-7366-4147-95ad-1f07e9b49c13,ALTHEA ROSE ELE,,SAMAR (WESTERN SAMAR),REGION VIII,Pending,
1009730,Repair / Rehabilitation of Classrooms,P.T. Martinez ES,05aa6e8e-a948-489b-a113-6a325327aeb6,Louenie Indanao,,ZAMBOANGA DEL NORTE,REGION IX,Pending,
1009736,Construction of School Clinic,Liloy National High School,415d422e-1572-4220-9828-72a55e1b0327,Macgyver Campilan,,ZAMBOANGA DEL NORTE,REGION IX,Pending,
1009739,Repair / Rehabilitation of Classrooms,Tampilisan CS,05aa6e8e-a948-489b-a113-6a325327aeb6,Louenie Indanao,,ZAMBOANGA DEL NORTE,REGION IX,Pending,
1009742,Repair of Classrooms,Rivera Village Elementary School,242cdd60-3305-4ac1-90e1-0c09de949b90,JOANNE ROSE EDURIA,,PASAY CITY,NCR,Pending,
1000535,Repair / Rehabilitation of Classrooms,Oeste National High School,bcb5f66f-d28b-4483-bd6b-563eaa9943aa,JANE CRISTY UY,,SAMAR (WESTERN SAMAR),REGION VIII,Pending,
1000565,Repair of Classrooms,Osmeña Elementary School,7c57dd5f-5e0e-4485-a41c-7c8dcad4c9d0,Jay-ar Ocena,,DAVAO ORIENTAL,REGION XI,Pending,
1000524,CONSTRUCTION OF SCHOOL BUILDING,Buhangin CES SPED CENTER,f33e8cd2-23ee-4f56-95c4-582a88793625,Nigel Marvin  Borja,,DAVAO CITY,REGION XI,Pending,DepEd Engineer
1055337,Construction/Repair of Health Facilities,Kapatagan ES,a011d2db-5170-4861-9a51-766970cb3d46,Renalyn Jean Balong,,DAVAO DE ORO,REGION XI,Pending,
1010098,"CONSTRUCTION OF ONE (1) STOREY - FOUR (4) CLASSROOMS SCHOOL BUILDING (WITH COMMON TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM, AND WATER SYSTEM",Alegria ES,78a4629a-4b73-404b-9096-83bc836da933,Genefer Besario,,SURIGAO CITY,CARAGA,Pending,DepEd Engineer
1010100,"CONSTRUCTION OF ONE (1) STOREY - TWO (2) CLASSROOMS SCHOOL BUILDING (WITH COMMON TOILET) WITH PROVISION OF SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM AND WATER SYSTEM",Caglayan ES,50c15f5d-445d-4a69-a45d-690df8428c6d,Jaypee Palattao,,APAYAO,CAR,Pending,
1010101,"CONSTRUCTION OF ONE (1) STOREY - TWO (2) CLASSROOMS SCHOOL BUILDING (WITH COMMON TOILET) WITH PROVISION OF SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM AND WATER SYSTEM",Namaltugan ES,50c15f5d-445d-4a69-a45d-690df8428c6d,Jaypee Palattao,,APAYAO,CAR,Pending,
1009753,Construction of 2Units 1STY2CL with Facilities,Pitawe Integrated School,415d422e-1572-4220-9828-72a55e1b0327,Macgyver Campilan,,ZAMBOANGA DEL NORTE,REGION IX,Pending,DepEd Engineer
1000622,2 STOREY 4 CLASSROOM-BALILIHAN CES,Balilihan Central ES,d517dac3-aebf-48d4-bcd1-290c2e9b32b1,Glenn Reloba,,BOHOL,REGION VII,Pending,DepEd Engineer
1000630,CONSTRUCTION OF SCHOOL HEALTH FACILITY AT HIMAMAYLAN NHS,Himamaylan NHS,c5fc9495-ecfa-4588-8160-863f0006eff9,Edmund Rosal,,HIMAMAYLAN CITY,NIR,Pending,DepEd Engineer
1009663,"REPAIR OF CLASSROOM AT PAG-ASANATIONAL HIGH SCHOOL, BANSUD, ORIENTAL MINDORO ",Pag-asa NHS,228d4a48-c553-4fdf-b6e0-8eef6f96578d,Apolinario Dimaculangan,,ORIENTAL MINDORO,MIMAROPA,Pending,DepEd Engineer
1009704,"REPAIR OF CLASSROOMS AT TAGASKAN ES, ROXAS, ORIENTAL MINDORO",Tagaskan ES,228d4a48-c553-4fdf-b6e0-8eef6f96578d,Apolinario Dimaculangan,,ORIENTAL MINDORO,MIMAROPA,Pending,DepEd Engineer
1009707,"REPAIR OF 6 CLASSROOMS AT PASCUALA P. GABIA MEMORIAL SCHOOL, BONGABONG, ORIENTAL MINDORO",Pascuala P. Gabia Memorial School,228d4a48-c553-4fdf-b6e0-8eef6f96578d,Apolinario Dimaculangan,,ORIENTAL MINDORO,MIMAROPA,Pending,DepEd Engineer
1009744,CONSTRUCTION OF 1 STOREY 2 CLASSROOMS,Cocob ES,05aa6e8e-a948-489b-a113-6a325327aeb6,Louenie Indanao,,ZAMBOANGA DEL NORTE,REGION IX,Pending,DepEd Engineer
